376.719576,0.018439,0.059263889,0
381.729576,0.012467,0.062193717,0
386.739576,0.011061,0.063370698,0
391.749576,0.010889,0.065278239,0
396.749576,0.012836,0.067859426,0
401.759576,0.012032,0.068991655,0
406.769576,0.014135,0.069563994,0
411.779576,0.016084,0.075114634,0
416.789576,0.018515,0.074240633,0
421.799576,0.019943,0.07521004,0
426.809576,0.021633,0.076368857,0
431.819576,0.02319,0.080818855,0
436.819576,0.023921,0.084079582,0
441.829576,0.024368,0.087420022,0
446.839576,0.025462,0.089816266,0
451.849576,0.026196,0.089836261,0
456.859576,0.027307,0.091628203,0
461.869576,0.028066,0.09212885,0
466.879576,0.028686,0.091914612,0
471.879576,0.029366,0.093665033,0
476.889576,0.030195,0.097387499,0
481.899576,0.031121,0.101399396,0
486.909576,0.031676,0.103354006,0
491.919576,0.032029,0.104392756,0
496.929576,0.032801,0.107569394,0
501.939576,0.034102,0.111973359,0
506.949576,0.035982,0.114113545,0
511.949576,0.038718,0.117342213,0
516.959576,0.043804,0.121218675,0
521.969576,0.049803,0.120781956,0
526.979576,0.056121,0.125380458,0
531.989576,0.061368,0.130580441,0
536.999576,0.064898,0.135535131,0
542.009576,0.067729,0.139831031,0
547.009576,0.069482,0.142003616,0
552.019576,0.070917,0.145412458,0
557.029576,0.071134,0.151264229,0
562.039576,0.069274,0.154164487,0
567.049576,0.066204,0.156796244,0
572.059576,0.06189,0.163378299,0
577.069576,0.05835,0.165557042,0
582.079576,0.055986,0.169947093,0
587.079576,0.054416,0.173121216,0
592.089576,0.053579,0.178892379,0
597.099576,0.053127,0.179963771,0
602.109576,0.052551,0.182013108,0
607.119576,0.051279,0.185958824,0
612.129576,0.049825,0.188151724,0
617.139576,0.048416,0.192017869,0
622.139576,0.047549,0.192798269,0
627.149576,0.047051,0.195317979,0
632.159576,0.047077,0.196843282,0
637.169576,0.046709,0.198783542,0
642.179576,0.04512,0.201660963,0
647.189576,0.04354,0.205743111,0
652.199576,0.042653,0.205900013,0
657.209576,0.04159,0.206696081,0
662.209576,0.039386,0.210701168,0
667.219576,0.038001,0.212655483,0
672.229576,0.037628,0.214902302,0
677.239576,0.036117,0.218464615,0
682.249576,0.037431,0.218386042,0
687.259576,0.041553,0.219279398,0
692.269576,0.050378,0.22491939,0
697.269576,0.066978,0.227927291,0
702.279576,0.091056,0.231265638,0
707.289576,0.118833,0.234914767,0
712.299576,0.149565,0.237051714,0
717.309576,0.186387,0.235424042,0
722.319576,0.232221,0.244980678,0
727.329576,0.275127,0.248962582,0
732.339576,0.317665,0.254419314,0
737.339576,0.349855,0.256737191,0
742.349576,0.378847,0.259263954,0
747.359576,0.399522,0.263220333,0
